Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency_[0],Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,id
"2023/06/11 10:55:58 PM GMT+5:30",34,"Prefer not to say","Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Few times a week",categories,"Multiple pages",4,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Heavily,Sometimes,2,Sometimes,5,4,"Competitive prices","Reducing packaging waste",493
"2023/06/11 11:00:11 PM GMT+5:30",28,Female,"Once a week","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Multiple times a day",others,"Multiple pages",4,No,Rarely,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,"Product recommendations","Reducing packaging waste",499
"2023/06/11 11:01:04 PM GMT+5:30",40,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care",Yes,"Few times a month",categories,"Multiple pages",2,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Moderately,Sometimes,3,No,2,3,"Wide product selection","Shipping speed and reliability",500
"2023/06/11 11:02:11 PM GMT+5:30",50,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",No,"Few times a week",Keyword,"Multiple pages",3,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Rarely,Sometimes,3,Sometimes,4,3,"Product recommendations","Reducing packaging waste",501
"2023/06/11 11:02:55 PM GMT+5:30",27,Male,"Once a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a month",Filter,"Multiple pages",2,Maybe,Often,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,Yes,2,No,2,3,"Wide product selection","Product quality and accuracy",502
"2023/06/09 3:18:25 PM GMT+5:30",56,Female,"Multiple times a week","Beauty and Personal Care;Home and Kitchen",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",503
"2023/06/09 3:19:53 PM GMT+5:30",23,Female,"Few times a month","Beauty and Personal Care",Sometimes,"Few times a month",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,"Product recommendations","Reducing packaging waste",505
"2023/06/09 3:22:15 PM GMT+5:30",56,Female,"Once a week","Beauty and Personal Care;Clothing and Fashion;others",Sometimes,"Few times a week",categories,"Multiple pages",3,Yes,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,No,4,Sometimes,3,3,"Product recommendations","Reducing packaging waste",507
"2023/06/11 11:04:55 PM GMT+5:30",46,Female,"Few times a month","Clothing and Fashion;Home and Kitchen;others",Sometimes,"Few times a month",categories,"Multiple pages",3,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,Sometimes,2,Yes,2,3,"Competitive prices","Reducing packaging waste",508
"2023/06/09 3:23:38 PM GMT+5:30",23,Female,"Few times a month","Beauty and Personal Care",Sometimes,"Multiple times a day",categories,"Multiple pages",3,Maybe,Sometimes,"High shipping costs",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",509
"2023/06/09 3:24:36 PM GMT+5:30",45,Female,"Few times a month","Home and Kitchen",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,"Competitive prices","Customer service responsiveness",511
"2023/06/11 11:06:52 PM GMT+5:30",45,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a week",Filter,"Multiple pages",2,No,Sometimes,others,Sometimes,No,Rarely,No,3,No,2,2,"Competitive prices","Customer service responsiveness",513
"2023/06/11 11:07:31 PM GMT+5:30",25,Female,"Multiple times a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Yes,"Few times a week",Keyword,"Multiple pages",3,No,Often,"Found a better price elsewhere",Often,No,Occasionally,Yes,2,No,2,2,"Product recommendations","Customer service responsiveness",514
"2023/06/11 11:08:35 PM GMT+5:30",37,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,No,3,No,2,3,"Product recommendations","Shipping speed and reliability",515
"2023/06/09 3:25:33 PM GMT+5:30",23,Female,"Few times a month","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,4,3,"Wide product selection","Customer service responsiveness",516
"2023/06/09 3:26:38 PM GMT+5:30",23,Female,"Once a month","Beauty and Personal Care",Sometimes,"Few times a month",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,Yes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",517
"2023/06/09 4:28:30 PM GMT+5:30",34,"Prefer not to say","Few times a month","Clothing and Fashion",Sometimes,"Few times a month",categories,"Multiple pages",3,Maybe,Rarely,"Changed my mind or no longer need the item",Rarely,No,Rarely,Yes,2,Sometimes,1,3,"Product recommendations","Customer service responsiveness",518
"2023/06/09 4:29:50 PM GMT+5:30",33,"Prefer not to say","Once a week","Beauty and Personal Care",No,"Few times a month",categories,"Multiple pages",1,No,Rarely,"Changed my mind or no longer need the item",Often,Yes,Moderately,No,2,Yes,2,2,"Competitive prices","Product quality and accuracy",521
"2023/06/09 4:30:15 PM GMT+5:30",34,Female,"Once a week","Beauty and Personal Care",Sometimes,"Few times a week",Filter,"Multiple pages",2,Yes,Often,"Found a better price elsewhere",Often,Yes,Moderately,Sometimes,2,Sometimes,2,1,"Competitive prices","Reducing packaging waste",522
"2023/06/09 4:32:00 PM GMT+5:30",67,"Prefer not to say","Few times a month","Home and Kitchen",Sometimes,"Few times a week",Filter,"Multiple pages",3,No,Sometimes,"High shipping costs",Sometimes,Yes,Rarely,Sometimes,2,Sometimes,4,2,"Product recommendations","Reducing packaging waste",526
"2023/06/09 4:32:28 PM GMT+5:30",34,Female,"Once a week","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Always,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,4,"Product recommendations","Reducing packaging waste",527
"2023/06/09 4:33:19 PM GMT+5:30",23,Female,"Once a month","Clothing and Fashion",Sometimes,"Few times a week",Filter,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,"Competitive prices","Reducing packaging waste",529
"2023/06/09 7:22:11 PM GMT+5:30",21,"Prefer not to say","Less than once a month","Clothing and Fashion",Sometimes,"Few times a month",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",530
"2023/06/09 7:23:09 PM GMT+5:30",23,Female,"Few times a month","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"High shipping costs",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,4,4,"User-friendly website/app interface","Customer service responsiveness",531
"2023/06/06 7:19:43 PM GMT+5:30",50,Male,"Less than once a month","Clothing and Fashion;Home and Kitchen;others",No,"Few times a week",categories,"Multiple pages",3,No,Never,others,Rarely,No,Occasionally,No,4,No,4,4,"Product recommendations","Shipping speed and reliability",539
"2023/06/12 3:49:27 PM GMT+5:30",25,Male,"Multiple times a week","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",2,Yes,Sometimes,"Found a better price elsewhere",Always,Yes,Moderately,Sometimes,3,Sometimes,3,2,"Product recommendations","Product quality and accuracy",542
"2023/06/12 3:51:31 PM GMT+5:30",23,Female,"Few times a month","Clothing and Fashion",Sometimes,"Few times a week",Keyword,"Multiple pages",4,Maybe,Sometimes,"High shipping costs",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",543
"2023/06/12 3:52:33 PM GMT+5:30",23,Female,"Few times a month","Clothing and Fashion",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,"User-friendly website/app interface","Customer service responsiveness",545
"2023/06/12 3:53:28 PM GMT+5:30",23,Female,"Once a month","Clothing and Fashion",Sometimes,"Few times a month",Filter,"Multiple pages",3,Maybe,Rarely,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,"Competitive prices","Customer service responsiveness",546
"2023/06/11 11:10:14 PM GMT+5:30",32,Male,"Few times a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a week",Filter,"Multiple pages",2,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Moderately,Yes,2,No,2,3,"Product recommendations","Customer service responsiveness",547
"2023/06/12 3:54:44 PM GMT+5:30",23,Female,"Once a week","Beauty and Personal Care",Sometimes,"Few times a week",Filter,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",548
"2023/06/11 11:10:59 PM GMT+5:30",56,Male,"Few times a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",No,"Few times a week",Keyword,"Multiple pages",3,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Moderately,No,2,No,2,2,"Product recommendations","Reducing packaging waste",549
"2023/06/12 3:55:53 PM GMT+5:30",23,"Prefer not to say","Multiple times a week","Beauty and Personal Care;Home and Kitchen",Sometimes,"Few times a month",Keyword,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Always,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Competitive prices","Customer service responsiveness",550
"2023/06/12 3:56:57 PM GMT+5:30",23,Female,"Multiple times a week","Beauty and Personal Care",Sometimes,"Few times a month",categories,"Multiple pages",2,Maybe,Often,"Found a better price elsewhere",Often,Yes,Moderately,Sometimes,3,Sometimes,3,5,"Competitive prices","Customer service responsiveness",552
"2023/06/12 3:57:52 PM GMT+5:30",23,Female,"Once a week","Groceries and Gourmet Food",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Rarely,"High shipping costs",Always,Yes,Moderately,Sometimes,4,Sometimes,3,4,"Product recommendations","Customer service responsiveness",554
"2023/06/12 3:59:10 PM GMT+5:30",23,Female,"Once a month","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Rarely,Yes,Moderately,Sometimes,4,Sometimes,3,4,"Product recommendations","Product quality and accuracy",556
"2023/06/11 11:16:58 PM GMT+5:30",21,Male,"Multiple times a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,Rarely,Keyword,"Multiple pages",5,Maybe,Sometimes,"Found a better price elsewhere",Often,Yes,Moderately,Yes,1,Yes,2,1,"Competitive prices","Reducing packaging waste",557
"2023/06/12 4:00:56 PM GMT+5:30",25,Female,"Once a week","Beauty and Personal Care",Sometimes,"Multiple times a day",categories,"Multiple pages",4,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",559
"2023/06/11 11:17:41 PM GMT+5:30",31,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion",Sometimes,"Few times a week",categories,"Multiple pages",2,Yes,Sometimes,"Changed my mind or no longer need the item",Often,Yes,Moderately,No,5,Sometimes,3,2,"Competitive prices","Customer service responsiveness",560
"2023/06/12 4:02:02 PM GMT+5:30",23,Female,"Once a week","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",4,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,4,"Competitive prices","Customer service responsiveness",561
"2023/06/11 11:18:35 PM GMT+5:30",36,Female,"Multiple times a week","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Multiple times a day",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Often,No,Occasionally,Sometimes,2,No,2,2,"User-friendly website/app interface","Customer service responsiveness",562
"2023/06/12 4:02:53 PM GMT+5:30",23,Female,"Once a week","Clothing and Fashion",Sometimes,"Few times a week",Filter,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,"Product recommendations","Reducing packaging waste",563
"2023/06/12 4:03:59 PM GMT+5:30",23,Female,"Once a month","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"High shipping costs",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,3,"Wide product selection","Product quality and accuracy",565
"2023/06/11 11:19:45 PM GMT+5:30",25,Male,"Few times a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a month",categories,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Yes,2,Sometimes,4,3,"Product recommendations","Customer service responsiveness",566
"2023/06/11 11:20:18 PM GMT+5:30",45,Female,"Few times a month","Clothing and Fashion",Sometimes,Rarely,categories,"Multiple pages",3,No,Rarely,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,Sometimes,3,No,2,1,"User-friendly website/app interface","Customer service responsiveness",567
"2023/06/12 9:57:20 PM GMT+5:30",23,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion;others",Yes,"Few times a month",Keyword,"Multiple pages",1,Yes,Often,others,Sometimes,No,Heavily,Yes,2,Yes,2,2,"Wide product selection","Product quality and accuracy",568
"2023/06/11 11:20:57 PM GMT+5:30",36,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion",No,"Few times a week",Filter,"Multiple pages",2,Maybe,Often,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,No,1,Yes,2,1,"Competitive prices","Reducing packaging waste",569
"2023/06/16 9:16:05 AM GMT+5:30",23,Female,"Once a week","Clothing and Fashion",Sometimes,"Multiple times a day",Keyword,"Multiple pages",3,Maybe,Often,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Product recommendations","Product quality and accuracy",570
"2023/06/11 11:21:30 PM GMT+5:30",36,Female,"Once a week","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion",No,"Few times a month",categories,"Multiple pages",1,No,Often,"High shipping costs",Often,Yes,Moderately,Sometimes,1,Sometimes,1,2,"Wide product selection","Product quality and accuracy",571
"2023/06/11 11:22:19 PM GMT+5:30",43,Male,"Once a month","Beauty and Personal Care",Sometimes,"Multiple times a day",Filter,"Multiple pages",2,No,Always,"Found a better price elsewhere",Often,No,Rarely,Sometimes,1,Yes,2,1,"Competitive prices","Product quality and accuracy",572
"2023/06/11 11:22:55 PM GMT+5:30",34,Female,"Multiple times a week","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion",No,"Few times a week",categories,"Multiple pages",4,Maybe,Always,"High shipping costs",Often,Yes,Occasionally,Yes,1,Yes,1,1,"Competitive prices","Customer service responsiveness",573
"2023/06/11 11:24:21 PM GMT+5:30",43,Male,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",No,"Few times a week",Filter,"Multiple pages",2,No,Often,"Changed my mind or no longer need the item",Often,Yes,Moderately,No,2,No,2,2,"Competitive prices","Reducing packaging waste",574
"2023/06/11 11:25:09 PM GMT+5:30",25,Female,"Few times a month","Clothing and Fashion;others",No,"Few times a week",Keyword,"Multiple pages",4,Yes,Sometimes,"Found a better price elsewhere",Often,No,Moderately,No,2,No,2,2,"Product recommendations","Customer service responsiveness",575
"2023/06/11 11:25:48 PM GMT+5:30",43,Female,"Multiple times a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a week",Filter,"Multiple pages",3,No,Sometimes,"Found a better price elsewhere",Sometimes,No,Moderately,Sometimes,3,Sometimes,2,2,"Competitive prices","Customer service responsiveness",576
"2023/06/11 11:27:25 PM GMT+5:30",21,Male,"Once a week","Clothing and Fashion",Sometimes,"Few times a week",categories,"Multiple pages",1,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,Sometimes,4,Sometimes,3,2,"Competitive prices","Customer service responsiveness",579
"2023/06/11 11:28:26 PM GMT+5:30",34,Female,"Once a week","Groceries and Gourmet Food;Clothing and Fashion",No,"Multiple times a day",Keyword,"Multiple pages",5,No,Always,"Changed my mind or no longer need the item",Sometimes,No,Never,Yes,2,No,3,2,"User-friendly website/app interface","Product quality and accuracy",581
"2023/06/12 9:40:22 AM GMT+5:30",34,Female,"Once a week","Clothing and Fashion",No,"Few times a week",Keyword,"Multiple pages",2,No,Often,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,No,4,Sometimes,4,4,"User-friendly website/app interface","Shipping speed and reliability",582
"2023/06/12 2:41:58 PM GMT+5:30",45,Female,"Once a week","Beauty and Personal Care",Yes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,4,"Product recommendations","Product quality and accuracy",584
"2023/06/12 2:43:30 PM GMT+5:30",45,"Prefer not to say","Less than once a month","Home and Kitchen",Sometimes,"Few times a month",categories,"Multiple pages",3,Maybe,Never,"Found a better price elsewhere",Rarely,No,Moderately,Sometimes,4,Yes,4,4,"Competitive prices","Shipping speed and reliability",585
"2023/06/12 2:44:47 PM GMT+5:30",45,Female,"Few times a month","Groceries and Gourmet Food",Sometimes,"Multiple times a day",categories,"Multiple pages",3,Maybe,Often,"Changed my mind or no longer need the item",Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Product recommendations","Product quality and accuracy",586
"2023/06/12 2:48:55 PM GMT+5:30",45,Female,"Few times a month","Beauty and Personal Care",Yes,"Few times a month",others,"Multiple pages",3,Maybe,Rarely,"Found a better price elsewhere",Often,Yes,Occasionally,Yes,3,Sometimes,3,3,"Product recommendations","Reducing packaging waste",587
"2023/06/12 2:49:47 PM GMT+5:30",45,"Prefer not to say","Once a week","Clothing and Fashion",Sometimes,"Multiple times a day",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,4,"Product recommendations","Product quality and accuracy",588
"2023/06/12 2:51:24 PM GMT+5:30",25,Female,"Once a month","Beauty and Personal Care",Sometimes,"Few times a month",Keyword,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Rarely,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",589
"2023/06/12 3:27:59 PM GMT+5:30",60,Male,"Once a week","Beauty and Personal Care",Sometimes,"Few times a month",Filter,"Multiple pages",3,Maybe,Rarely,"Changed my mind or no longer need the item",Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,"Product recommendations","Customer service responsiveness",591
"2023/06/12 3:29:20 PM GMT+5:30",26,Male,"Few times a month","Groceries and Gourmet Food",Sometimes,"Few times a week",categories,"Multiple pages",4,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,"Wide product selection","Customer service responsiveness",592
"2023/06/12 3:33:53 PM GMT+5:30",25,"Prefer not to say","Few times a month","Beauty and Personal Care",Sometimes,"Few times a week",Filter,"Multiple pages",4,Yes,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Competitive prices","Customer service responsiveness",593
"2023/06/12 3:35:24 PM GMT+5:30",45,Female,"Multiple times a week","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",2,Maybe,Sometimes,"High shipping costs",Sometimes,Yes,Moderately,Yes,4,Sometimes,3,4,"Competitive prices","Customer service responsiveness",594
"2023/06/12 3:37:14 PM GMT+5:30",12,Female,"Multiple times a week","Beauty and Personal Care",Yes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Always,Yes,Moderately,Yes,3,Sometimes,4,4,"Wide product selection","Customer service responsiveness",595
"2023/06/12 3:38:48 PM GMT+5:30",56,"Prefer not to say","Few times a month","Beauty and Personal Care",Sometimes,"Multiple times a day",categories,"Multiple pages",4,No,Sometimes,"Found a better price elsewhere",Often,Yes,Occasionally,Yes,3,Sometimes,3,4,"Product recommendations","Customer service responsiveness",596
"2023/06/12 3:40:25 PM GMT+5:30",45,Female,"Multiple times a week","Beauty and Personal Care",Yes,"Few times a week",Filter,"Multiple pages",3,Maybe,Often,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Yes,3,2,"Competitive prices","Customer service responsiveness",597
"2023/06/12 3:42:05 PM GMT+5:30",41,Female,"Once a week","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Often,Yes,Moderately,Sometimes,4,Sometimes,3,3,"Product recommendations","Product quality and accuracy",598
"2023/06/12 3:44:16 PM GMT+5:30",23,Female,"Once a week","Beauty and Personal Care",Sometimes,"Few times a week",Keyword,"Multiple pages",3,Maybe,Often,"Found a better price elsewhere",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Competitive prices","Customer service responsiveness",599
"2023/06/12 3:45:27 PM GMT+5:30",23,Female,"Multiple times a week","Beauty and Personal Care",Yes,"Few times a week",Keyword,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,3,"Competitive prices","Customer service responsiveness",600
"2023/06/12 3:47:01 PM GMT+5:30",45,Female,"Multiple times a week","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"High shipping costs",Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,"Product recommendations","Reducing packaging waste",601
"2023/06/12 3:48:11 PM GMT+5:30",25,Female,"Few times a month","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"High shipping costs",Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,4,4,"Product recommendations","Reducing packaging waste",602
